S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20
G86	10.6434503747241	10.7856159370886	10.9638353305166	11.2058543274878	10.8754038003181	10.4069490187912	10.8823373612495	11.2414469536415	11.178415874383	10.5389164024641	10.9624984143478	10.5694759017777	10.9865175974448	10.951758249253	10.9606174085871	10.0812836972196	10.4265268484517	10.9621368728861	10.9395057554669	10.8227301479445
G87	13.4449889723394	13.2527836812959	13.3090926073191	13.4310012986652	13.2754407083481	13.2442002886966	13.5615385570486	13.849395326558	13.5422943295307	13.6090632809741	13.3502485994448	13.6105289009747	13.4394802945353	13.5688230475554	13.3237303375213	14.1751362681585	13.4551345398314	13.6520606864695	13.2435012905136	13.1445626547465
G88	11.5448195766175	11.6446224180038	11.7471439981867	11.7797193551434	11.5918495572024	10.7672740809514	11.3487834712319	11.8102502860282	11.7716545281405	11.0351427478859	11.3392376180928	11.9421845830812	11.4041836042713	11.7163479153081	11.5500733705551	10.4360868636079	10.8112141175132	11.1709265252874	11.6607981572947	11.024931865701
G89	10.7832028900644	10.9994715725327	10.6664015543437	11.0825482559598	10.5680035942324	10.3365065598103	10.1378236886479	10.4218544454434	10.6363074102559	10.4532706340106	10.5498809085697	10.9000365667561	10.7608862427849	10.2680155866652	10.5858075822884	10.3175256732094	10.5133821761746	10.5228757286608	10.2652634126425	10.6633802023685
G90	11.3528158941878	11.9789249171561	11.8883246848776	12.0806176945114	12.0206674831422	12.2179274142751	12.0686103567793	11.8191811789596	11.7870455006848	12.3529537914591	12.1728337563718	11.609455797652	12.1143279791984	12.089185620634	12.1243475231546	12.290969191529	12.0228879218033	11.9555772624446	11.3711776654677	11.6782920261123
G91	12.8119967567401	12.0628387948906	12.6888403818705	12.6300736908002	12.5984131288451	12.6306425409752	12.3541391642103	12.7494295142845	12.7869842627185	12.2320761022427	12.8520417663924	12.116733826134	12.6058382952235	12.2277964194115	12.4289751238708	12.8854771310872	12.4479743008775	12.6995507649847	12.4459071985839	12.1161652379441
G92	12.3687928986141	12.1372153145802	12.1170423944768	12.5252026764039	12.5154534553886	12.1014012353291	12.1366547429875	12.2070143201775	12.0752952910926	12.2584040896434	12.2540394770801	12.6089824554584	12.4535021463785	11.9647920907157	12.8018598945545	11.4705063612383	11.9441995973694	12.6649027771509	12.4133370337634	12.3822322303438
G93	11.8145824659063	12.5904700951875	12.3341056502731	12.4173778660772	11.9043335584281	11.9397261207901	12.0416933707532	12.3212798636147	12.8837506261197	12.0849080179996	12.1889287723553	11.8471356661717	12.2761244052742	11.8883246848776	12.2283677778368	12.1012863207533	12.3391819338563	12.0751114092631	12.1117551395213	11.9404237223352
G94	11.295137545465	12.0575856538798	11.1681706599969	11.5423064225826	10.8704417845678	11.8241234216875	11.5480512380126	11.2870197196782	9.8702105772636	11.4687767548467	11.8285332104556	12.0935826230279	11.0016193050496	10.881037463682	11.1149786038333	10.9623899614223	12.2469780596147	11.684047261613	11.2696526875965	11.7537599561577
G95	15.5892444242581	15.091398194462	15.4444196372725	15.5081816437475	15.6771497834724	15.0805177675821	15.428589174514	16.1502391520773	15.9824521951911	15.3551858928778	15.4358818320145	16.0137239478751	15.3945698745101	15.626085446883	15.0599147669906	15.5270401483628	15.3417794021389	15.5065307377038	15.3084954653235	15.2647431303893
G96	14.535888926221	14.0036408837951	14.422886037836	14.412153013907	14.1355810408453	14.1405182606907	13.7233409736015	14.0875208528671	13.7705813092686	14.0438304565105	14.2149641211585	14.4338462084428	14.1286871381388	14.0007306724124	13.9257491349353	13.5434306335615	14.0394845739502	14.2205672684659	14.004141446047	14.2260358146486
G97	7.14414836650889	6.40087943628218	6.94953493301701	5.64529816394863	6.3983161634002	6.2667865406949	6.9086928382425	7.57213175138666	6.09803208296053	6.35402893805439	7.05799172275918	7.41193462479118	7.02070220379105	6.84549005094437	6.19672506078603	5.24031432933371	6.34251918966061	5.98641093525204	7.49385544924082	7.90418300324503
G98	12.0930873904442	12.827461799074	13.0982130666519	12.9073038084441	12.7273887030401	12.76673593953	12.7423304910244	13.2833777892856	13.2429507769991	12.8833497051411	12.9920177758218	12.9511571984064	12.7283244546805	13.0639511532716	12.7329093619312	12.3569745911443	12.8664289367212	12.1115921470747	12.402106059129	12.9154686152551
G99	13.1702850041125	13.0293735099766	13.2071668813833	13.5717881890998	13.1235071308052	12.8542840201762	12.9334140381283	12.4809163935333	12.5826359707206	13.2707333252734	13.289240826359	13.2650875635768	13.2828567621991	13.2642666510782	13.2535372899319	13.7328669758501	13.2859078827027	13.2846506194491	13.1895775009051	13.0154498996721
G100	11.1687974554366	10.7351328841399	10.8120168188308	10.7167337371527	10.5481475943353	10.2068922595961	9.98285100885192	8.90207357931074	9.44584255388934	10.4281507678065	10.71269894431	10.413310585831	11.0377528424635	10.2609195336629	10.7857793874985	9.77528104866297	10.4456356713994	10.3035524555837	10.9709686605218	10.6652470785484
