,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
B1WC34,59260.68713,43904.3575,44249.37486,57132.34642,35142.08789,57962.54723,41487.84239,38635.81713,79373.86658,86967.941,48606.68446,42805.10339,48730.60679,60719.90803,62961.51671
B1WC49,2082.232059,3347.575273,2409.51639,2714.007847,2453.97385,5346.9617,2674.387031,4854.849541,3433.305357,4958.310679,4583.853825,2495.113727,2381.971314,6809.346945,12316.91049
B1WC61,59148.29893,74213.63152,54738.579,99118.71263,60772.4448,64466.67788,73862.02744,55659.5201,81344.45312,115035.3486,60560.70936,57432.37268,62940.63821,73249.19901,57272.74466
Q6TXI3,2401.039887,2564.973322,1480.107783,2992.62553,2915.824654,1716.224391,3155.161134,2473.331389,3098.713354,2294.685918,55.99412686,75.98807813,58.36797178,120.4261969,103.7623318
B2GUU6,8521.165543,9260.295099,6222.977326,10936.29083,7200.828688,5964.315595,4895.11571,9925.730224,8970.638898,9494.088441,4191.348664,5816.937346,5363.222324,4905.401593,9193.420536
B2GUV5,10588.57306,10278.49951,8212.606337,14855.19638,9947.428922,15671.95682,14643.70688,6369.317772,18573.11785,16208.56399,7745.387498,4234.582008,7871.086138,5966.165451,4841.332113
B2GUZ5,13634.29302,26452.19703,31230.12104,32518.08865,19648.71323,19900.89095,21105.57426,14616.3061,24148.51871,36215.68968,13248.70843,14242.66225,16621.28788,12971.85787,11830.60475
B2GUZ6,9578.149713,13297.72669,8402.854838,15111.11581,10226.53933,7408.129871,14879.65433,6295.957204,14795.70731,18639.48467,10783.9006,10611.34711,19125.67339,15402.27088,7231.033863
B2GUZ9,4524.80205,5043.650405,5620.82167,2111.372495,1046.334367,7358.578551,5715.11615,4587.511025,7548.705449,2452.02749,2643.046728,10172.5632,12616.17856,14494.23409,2788.101349
B2GV06,174174.9356,201066.8327,257639.88,244236.1633,236809.7951,225933.1789,264520.5369,218722.5163,353210.6485,361409.2266,721307.9866,503112.8559,558611.4882,667508.0815,589110.3061
B2GV15,159350.3982,164208.2898,158787.2706,214467.9105,191723.5748,180008.6865,172456.1364,173702.5292,208800.6312,237646.6477,130809.1979,143519.9217,196642.5091,243802.4885,204039.6615
F1MA22,1854.619214,4376.795003,5064.568265,9876.265075,4538.56595,3351.959117,6249.863856,2850.125685,2037.815558,7548.160918,6920.731968,870.9787453,7994.51016,4663.388634,6505.518279
B2GV33,32948.47108,43932.89461,77069.79459,53062.85638,140296.9331,29422.65508,29048.47332,20075.14267,39693.72841,45296.24372,12166.50832,21028.43838,21751.79985,20620.78794,27317.39366
B2GV38,6168.506094,2451.395594,1569.087086,3583.910706,3019.831738,2676.687117,3571.785467,4475.579893,4487.229394,2171.882726,1767.250151,3103.554251,3504.849356,3784.856307,5417.786095
M0R515,5946.940803,7488.140012,6246.854145,8893.386068,6065.157021,1888.862833,2892.825487,2508.391442,7568.411312,9979.743261,6021.267613,6426.061174,9634.36652,7494.671582,5759.050569
B2GV54,4972.909826,930.6713095,2826.72241,3718.991654,1235.393204,7015.88332,4298.683197,3814.389626,2069.79538,2904.268718,2293.062601,2845.848014,3459.40688,2720.136022,2833.330098
B2GV57,8204.87306,8412.742667,7346.273414,8183.487786,6794.250545,4580.7901,8415.292784,4662.671851,8839.099877,14109.13248,5432.541965,8905.995612,11095.25806,12319.79585,6653.033587
B2GV62,2228.176152,4445.740688,4634.657728,3674.335581,3956.994376,1547.375162,1176.402629,891.8035021,1506.13967,7456.852516,30.94930364,47.43795024,50.91005575,27.55269526,58.2084
D3ZU87,13343.68926,16803.79712,16998.51185,20225.05389,13431.91355,20643.74429,32225.03434,24378.66278,31501.52453,29335.80037,9854.102406,15390.62639,23533.03281,23258.0016,25156.46435
B2GV72,1503.861022,431.8065649,728.298297,1732.38917,359.5734304,2169.098428,4155.718006,3327.554472,2170.895165,1148.001871,888.6936434,2751.258107,2051.307153,13033.83071,9069.717968
B2GV92,21976.17264,34044.7829,35833.75166,45779.90832,25084.22355,25462.29741,15809.47685,22009.07133,31858.94817,30951.56203,27475.57335,56719.77588,52241.45904,46887.16661,46948.99187
B2GVB1,15066.43967,15471.11367,5488.158465,4315.321054,30691.15601,30548.17782,17072.02018,17694.74968,26772.11685,10138.54047,92716.04716,9416.03921,28220.34034,95956.85488,12165.37484
B2GVB4,28015.6999,39203.72326,26535.83509,49295.27713,31945.50454,30814.25589,30189.30169,18257.78081,42553.79695,46040.60566,14162.38719,15836.7315,12844.51298,14173.59203,27557.84053
G3V9E4,30042.4336,26051.53588,12247.40672,36526.75145,24732.03896,17222.20512,14952.9826,21915.00778,32387.60896,35468.68112,24050.92657,25559.28494,27909.53623,30644.89434,30276.97769
Q7TQ74,3623.020627,1830.313733,2950.064724,4380.821598,2873.243831,3854.301189,3084.327025,1464.46602,3746.628619,1187.935493,4507.433054,5989.229588,5495.790947,4886.154041,5826.932357
B2RYF6,2141.958351,2600.815941,2620.002731,3050.930646,1674.277827,2062.459004,3063.625505,1625.927937,2807.837268,3718.369095,10.4658146,40.3357934,74.84274358,46.75829587,65.51571803
B2RYG2,39869.97805,34918.58948,41153.68703,46110.00732,37152.45201,41400.74872,40078.14366,17502.12192,44858.70368,57700.95277,22607.50463,17578.689,27466.89283,23558.43514,24771.44009
B2RYG6,12524.86102,7979.549195,19764.13769,18995.89876,12151.19238,7916.551349,8441.730872,5433.18288,12354.89807,11734.45247,9171.957308,15544.85967,9383.591355,13034.50434,18178.09299
B2RYI2,4505.053839,1999.139325,3560.392128,4191.441204,4348.957683,5348.21089,3873.129781,3916.869389,6506.06132,8602.177423,2084.828833,1107.11185,2139.050411,4248.305346,3052.670232
B2RYJ3,5326.343917,5505.837586,4856.316383,6732.313277,3501.07741,4854.779732,6444.408266,5233.804148,8587.000706,7227.258218,3820.209855,6321.61206,6882.010951,9514.177733,10510.85294
B2RYK3,3045.398842,2661.771228,7053.239645,5722.581272,6440.417663,8284.646835,10299.8794,2490.208823,5956.675388,14427.38857,8908.917477,9008.492415,25304.72846,15462.22286,20072.28863
B2RYM3,7110.426163,7589.732149,6414.821872,8869.64861,6317.345356,4255.167169,9938.356024,7866.683522,16203.65742,13306.5449,2459.312565,7267.999167,5106.444275,3631.001998,4149.525469
B2RYN6,7204.082985,9352.755363,9490.718746,16707.4597,7666.195847,9122.438828,13710.89137,6783.827494,19336.89001,22290.4973,5623.410701,6128.332378,5454.836608,10918.67084,10372.46068
B2RYP4,4530.153869,5125.894374,2424.583048,5121.652737,2281.617678,6280.108749,3749.319715,4361.263427,6325.446877,5017.46265,3893.136126,5030.640479,5896.301878,4709.935623,5308.46395
B2RYQ2,7768.699847,4597.158637,8323.691036,9195.296822,11494.07418,11976.84443,12118.12138,6077.225675,9232.537667,13063.71749,13523.47149,5659.287504,5834.028855,17292.44241,18531.41846
B2RYQ5,7580.851013,9292.256666,6366.812858,9644.083087,7362.910518,9679.995225,8119.485521,6668.610899,12038.9247,7871.048593,16693.13815,12458.2418,6364.75212,17743.09272,18721.61117
B2RYQ8,20561.1518,24763.37033,7549.928686,15586.60673,21981.59273,14100.88864,23203.16206,16981.84695,27546.0817,25359.25345,22577.46386,2548.216831,13078.4576,26072.37675,10985.56156
B2RYR8,82771.22614,119353.6463,101297.7494,84750.13409,85337.45706,78994.79047,91445.84906,59696.60181,108198.791,126389.3494,53782.48783,64782.85735,75501.83697,70103.40391,60650.59803
B2RYS0,242881.5826,312047.6882,609880.5067,457732.3217,748158.7386,377685.1236,497649.5877,366712.8405,556772.2374,839640.2704,445211.4093,410445.9885,631257.7423,620792.6874,476873.416
B2RYS2,748826.4556,758973.2154,765079.8694,861669.6348,862550.0506,609439.5411,686841.5316,695260.1816,953424.1263,919568.2016,581779.6409,547576.9431,502677.9681,917467.4367,431520.9604
B2RYS8,259878.9583,253135.6598,288571.2214,242255.5693,183592.0118,231629.4981,288818.6349,220806.3164,390420.7584,343193.8628,179702.3687,176670.3147,184788.1933,239471.1261,233040.1833
B2RYT0,4891.027003,8565.130873,11607.7121,13200.99245,8598.029012,8166.806317,7475.493635,5772.081718,14477.0159,9588.04346,5740.64294,3744.842545,6119.02612,6475.555225,5596.768257
B2RYT4,11372.61448,7565.76098,11785.83067,11155.1205,6165.702697,5748.785397,6164.563614,3200.411156,10902.10012,11717.9111,2029.729332,5750.558471,5049.893634,4237.729551,4372.112783
B2RYT5,152553.5886,190776.3476,121120.6215,222968.8868,122951.4302,184843.0628,175214.6764,145258.4306,298353.5965,311315.322,112030.0585,125421.9156,115059.2343,122854.4134,177366.2944
B2RYT7,2498.121881,975.8553145,825.4103551,3172.659291,3637.061318,542.5244469,3529.285002,1000.418527,3157.287337,746.8100621,2653.258652,2230.525561,4140.146426,2171.676411,5399.926531
D4A601,10174.3423,18954.92515,23186.6954,15214.22539,24505.12441,20566.29433,22357.64213,21095.88975,25728.38549,26981.63166,9935.432275,15624.41671,20137.75032,23033.01326,6308.135354
B2RYU0,36857.43938,49848.63936,34906.76904,51949.42136,32402.08082,17026.08185,4338.090915,13773.33463,33145.26551,75415.44367,4993.06163,16478.55669,1674.471195,7424.516847,3912.31728
B2RYU2,75530.21561,83122.92005,77829.51174,102516.1359,68942.46788,59099.3127,100664.2611,65425.92736,117895.4358,111899.1036,77006.92711,44903.35927,72590.15222,96563.1109,100067.6495
B2RYW3,314804.6724,463146.0256,388566.5985,610453.1761,512310.4459,260544.1482,278447.9214,232769.0402,432659.2614,531203.1478,154013.8542,210748.0598,154459.5465,155902.1024,154257.1076
B2RYW4,10590.71379,19869.25443,13962.19688,16405.54893,11423.19772,14722.15388,17594.79591,14966.45655,19071.88009,16473.88767,12773.18516,11852.04645,15212.57105,14550.14437,11836.78989
B2RYW8,16600.80605,24470.57949,17807.38718,23814.60224,23435.38433,27717.09047,35418.55565,28832.05447,39553.74883,47264.66752,41705.36908,14359.31336,22678.60201,51758.7705,24774.53266
B2RYW9,33222.4842,34391.22352,40318.63657,48650.65686,41643.49228,40485.92317,36273.05456,33280.49546,45772.64812,52317.06555,57007.83981,46145.03477,66811.66418,62847.19303,69797.63011
B2RZ09,29646.9342,18708.93518,11469.81387,21634.4653,12949.51407,38138.68984,23813.73221,19586.37225,71253.69104,23827.52199,2205.797852,25297.18599,12377.74579,29270.71404,22280.37955
B2RZ24,2690038.091,3605950.349,3005670.915,3919721.519,3232296.292,2444795.284,3111014.523,3356988.716,3867038.244,4641973.401,3730916.012,2695763.413,3155615.49,4046354.732,3873436.793
B2RZ27,9533.729617,6387.7487,2056.66288,8774.698789,2592.045586,6614.059624,3506.238973,4108.777041,8381.787905,1780.18294,15325.18446,2236.870601,1388.351885,4235.17319,5803.743231
B2RZ37,237904.3913,234546.5806,252104.7978,290917.3531,338322.4693,295654.7947,327837.2598,267883.0999,372148.6646,393638.4446,379224.3126,150235.9024,128091.6884,431499.3509,204403.0378
B2RZ72,31074.7994,28074.24687,30551.48294,39582.20705,29098.90807,22195.65818,28472.32256,29740.28535,35323.10339,43282.82737,28021.43597,21138.74446,20254.44211,21778.0633,24600.57592
D4A9H2,10929.4839,10615.23751,14539.96498,3225.104228,9776.006782,18143.69304,14422.72438,13540.6511,14821.5288,4474.839329,57493.6209,22905.59403,28939.00473,44057.29825,40915.39892
B2RZ79,16784.90861,19755.6767,24677.40093,26336.70689,19988.81036,20783.65388,21533.07314,19628.67833,31782.16324,24913.29795,12439.80598,13433.91371,16525.91478,14103.53577,19981.05798
B2RZA9,40362.88054,51414.18571,43722.04177,59248.68894,80392.58768,27730.4152,34298.67821,35790.05707,63730.12755,32501.81983,31124.4268,51419.22717,33293.62844,41729.27515,39883.25558
B2RZB7,1441.779927,1776.721024,820.6222207,2593.762098,2450.017958,1159.334225,387.9271628,229.1239522,688.6180659,741.7792518,10.44707236,602.8276002,49.59653578,101.0066822,71.0261048
B2RZC6,1.33960255,13.72140336,5.532484998,17.06949168,14.27035676,1018.341989,1225.530012,1253.160568,2603.756378,955.2875901,653.6869623,1184.179673,1565.74585,2649.742959,6027.485147
B2RZD1,14449.37498,20450.84091,14702.1231,21821.39776,17927.89869,29765.35031,35080.34768,19075.9987,43989.60706,33409.61056,47119.30043,12703.25796,13813.39151,31759.05817,27043.70171
F1LQ14,24952.85412,43973.98807,27321.72738,23618.76823,25716.6174,19373.31518,22871.43891,14505.59014,25727.70599,28576.22036,16107.70966,22835.79859,21844.92888,36836.11549,34383.9031
B2RZD6,1057947.497,1219562.315,1145129.975,1481588.121,1403793.477,910328.4536,972672.1639,895314.0078,1342852.796,1310606.342,982992.3254,753156.2358,894992.4248,1317596.406,590501.96
B3DM95,3753.872586,2312.591044,1581.743895,3602.974841,6907.433112,469.9047068,1951.280426,1829.333595,6827.06307,1622.378206,15054.08492,455.3493472,1932.427384,4087.647499,1143.166397
B3DMA2,61679.70913,71787.97642,58586.96139,101574.0557,66766.72535,61539.40269,56831.90915,47234.30609,73767.88764,129591.7599,13879.56442,15901.15806,14551.69154,14207.27292,15574.15385
B3SVE9,71874.92352,62576.19441,22531.67877,71660.41098,81139.81238,59436.59477,65626.31411,52189.5201,83199.52252,138405.0053,21310.62298,80943.1859,56415.99588,61594.93754,42574.55966
B3VPA7,68824.38693,87312.16912,73086.06763,99066.78694,72167.62159,88605.2473,80262.03968,89031.8288,135250.1875,131993.5678,64796.4567,73831.86041,87625.4415,83144.64442,97601.3295
B3Y9H3,15062.1582,10905.17464,17110.23497,12996.99868,17259.79189,4447.126473,6741.712033,5151.892351,10887.83036,6306.962189,5321.904036,16219.8743,13484.63482,12030.81381,15082.43613
B4F764,1578.411849,1764.507138,674.1754502,2187.526399,938.8721334,987.5550611,1921.051213,1143.389759,3615.007014,2680.149431,2635.527277,2730.856368,2080.760613,3495.065924,2358.389541
B4F768,311368.8049,367826.3409,263334.5665,413306.1901,422099.5454,340979.6744,302815.8557,262594.8379,521716.1825,465580.199,92276.42626,78302.67313,99036.55284,164403.159,79053.67507
B4F7A0,3128.994251,1299.694547,1556.775168,1143.482663,1059.253448,6337.155223,6843.972561,7154.680931,9428.237299,2293.428772,1684.041114,8110.425228,7789.507414,21253.31504,7489.472237
B4F7A1,8576.824459,14012.29615,12070.56499,16541.2975,15511.50584,17978.38318,11206.75565,11143.6057,26544.48014,23943.97329,6253.533991,17974.03379,9949.658776,7554.623574,7563.407206
Q4L2A2,15013.99184,11495.32225,14753.19652,13432.43264,7011.824798,20246.08456,25734.23472,19606.62516,27723.43449,15165.79562,34626.73994,26466.13757,45584.97743,47343.20585,53195.97177
M0RBK9,3060.812085,3702.462881,4197.979964,4242.254197,2751.270384,3905.559743,2997.729823,2839.279114,4536.35815,8870.147725,7562.944829,2188.209028,2483.908326,2756.039844,4858.495834
B4F7E5,56665.05512,64299.83641,237331.8103,79839.44799,47759.74628,51866.48622,704450.2949,338606.2905,85965.13879,66390.46867,60027.30267,28444.81386,43086.76313,76253.53438,1526025.857
B4F7E8,4996.243752,3156.319501,3597.037305,3719.065843,8050.7968,3671.127884,1720.271405,5013.272374,4884.948112,3239.132343,10446.12522,1945.92612,5159.628803,14815.54979,5300.114019
B5DEF6,195774.8754,217224.5493,253911.5201,298142.4411,189987.3762,206604.0018,222828.1735,205670.6355,299189.3969,367701.5661,229643.3025,196681.5944,253187.5392,244462.6339,236712.6033
Q5PPK3,1452.430049,1492.49132,2202.73287,3512.624156,1593.017149,2055.296966,2037.777861,1645.617118,2274.604803,2607.913421,1256.172296,1937.09187,2496.980057,3473.712239,2152.270129
B5DEH2,40481.15574,35602.90959,37883.07274,51674.95704,48761.35705,56692.53452,63795.60134,43422.25681,80882.38456,77579.05572,104146.1905,75418.12039,71322.25097,91308.89209,108386.6475
B5DEL7,3679.482312,2445.859389,3004.138712,3396.458981,3499.484066,4598.278801,4530.340691,3050.044491,6568.100821,4570.448484,7340.203578,2702.694148,4206.009971,4404.786767,6529.949534
B5DEL8,425036.0797,527565.7179,537866.981,606402.9727,422736.8841,366384.0926,390281.0269,400323.6835,610392.5767,610648.071,257148.9167,299481.0024,397795.605,353952.4703,302955.3309
B5DEL9,72624.17812,49176.87559,79885.217,102864.7798,61959.21345,50034.33675,50895.8105,27343.23995,81833.7022,112779.1049,15161.41132,59575.04384,39271.83898,6720.145849,8535.477489
F1LSW7,39918.14442,39602.67218,41199.65311,43775.57692,58415.39039,57492.01793,50357.07214,47387.32814,74834.72242,59271.72188,50541.74911,36235.05861,33187.03497,59498.63897,15547.0939
B5DEN4,3554517.346,3690020.703,3762515.195,4823599.318,3063071.871,3632277.986,4009859.578,3234030.999,4822568.86,5449258.737,1627916.181,1705985.996,1564006.696,2250354.967,2191468.381
B5DEN5,34905.09595,26594.31189,30965.17765,45598.91022,27306.66763,33516.67637,32541.79254,35141.51362,39739.93527,37860.56416,12756.33303,29583.99256,37152.31201,29550.93904,32188.18244
B5DEP1,1211.919317,1227.723926,2033.488316,3219.466585,1654.113755,1119.568251,808.1574267,1887.79702,1573.955035,2754.271522,1076.192362,1167.682575,2333.218829,1425.44217,1906.197725
B5DER3,4200.909991,9683.215199,5298.739901,6494.493646,3675.411528,5563.904858,4708.274002,6537.191963,12654.56312,8238.267145,16499.70496,13619.87218,17385.39475,11529.64218,18689.91238
B5DES0,4651.319041,5390.718845,9265.876075,5694.403917,32699.87185,7259.892325,8386.859374,8769.513616,10252.48608,7004.942109,10607.31954,6165.914539,22909.12627,101877.9553,6020.449561
F1LT35,77408.70393,109171.6022,83511.43,113561.4707,70816.02396,75447.08285,92338.75802,68441.36187,112262.2763,138663.0508,70641.94922,56705.13348,65885.98406,93424.05197,115700.5621
F7EWC1,7883.763947,11094.6611,6596.132517,6986.452418,6923.916002,4519.163254,2504.784206,3940.812846,8199.678527,6276.459895,3498.540915,5443.556148,6578.500077,3217.468037,4182.33719
B5DF03,9558.347985,3147.872513,3964.255218,4745.859155,2330.407059,4339.69589,11868.70547,8031.407268,6467.465004,9546.359198,7258.507357,6038.037586,2143.875167,7809.924715,3221.833497
B5DF12,14.42721639,0.6504542,4.992664142,2265.295056,11.88585754,2343.360831,3433.459405,1286.395149,2828.267337,3004.487627,7171.169341,2750.965257,4381.664791,8555.61961,6414.210318
B5DF46,57564.16064,47190.69211,46093.1254,64130.44503,65371.17333,51058.67487,53100.64713,43063.10506,72109.87692,68964.30684,22095.34627,13762.39154,23203.71509,43614.73137,25127.85812
B5DF65,90290.53125,107721.9166,91357.58454,131950.5808,144170.4142,147933.5787,134215.6892,130910.3631,213203.8728,210776.8356,191579.4599,119618.6444,137202.6249,172055.4572,177683.2822
B5DF91,13355.99845,14213.19746,10879.91583,22954.86127,15112.61971,19967.93096,13429.55023,17226.23216,25173.22371,9328.013022,18982.09763,13135.69683,21368.06336,15947.9013,15174.4399
B5DFC6,1719.860422,4118.990673,2017.336344,3560.099074,2643.14258,4851.44855,5937.096308,1453.48443,5957.898503,4230.026961,3121.528178,2668.479738,4974.268377,2778.33659,5686.220674
B5DFC8,8191.493522,11569.51876,15558.87975,21245.76447,18202.61365,14905.36882,21761.03927,18034.9987,23916.80491,20478.88574,5731.19109,8583.862821,14198.25004,7784.327242,10564.97282
B5DFC9,116439.5169,100855.8858,123904.123,129198.5195,90068.04878,138951.8822,142316.718,113866.4073,166602.8989,136003.1975,143543.5499,174761.922,183178.071,195706.1779,203297.4461
B5DFD8,55027.39863,64596.62244,37757.30444,79943.29936,45333.4637,54689.66202,59555.53087,39012.07134,138199.2722,40963.72639,14780.05455,27344.68156,28911.51484,27450.59876,28998.9755
B5DFG2,45219.12072,31786.92605,28691.77193,48237.47676,40984.72579,43330.33524,48926.42247,41379.86252,48960.24172,30898.62961,50332.92919,72284.64683,74940.81872,44786.15271,55102.53767
G3V7N6,1835.51322,4891.604636,5296.186236,7268.928138,4507.35833,2978.783572,2699.927225,5647.413753,6519.107966,7338.416264,3328.80943,4725.004785,3197.916263,2058.037084,4977.172993
B5DFK1,33357.8852,34205.16151,31900.45971,43357.94606,24855.6607,39851.74961,45610.68737,38007.52659,67379.78972,48796.39898,14597.61188,29377.04664,21510.00098,16573.01861,19122.87138
B5DFN3,8627.131555,6300.995859,1095.461072,4794.298392,7180.499788,6251.377312,8529.026436,1957.332038,6406.052368,14602.72717,10739.93851,6221.067577,7386.927384,13811.18565,5851.750179
B5DFN4,14525.90599,18150.74913,13600.85242,27754.27806,14865.92568,13983.04812,14582.84939,16706.85733,23623.25547,24127.91339,17742.3667,9568.320167,10886.55927,9210.376106,8374.664143
B6DTP5,22155.99374,23891.84672,22122.45296,46729.40654,21320.62852,25855.37677,24121.01261,24430.8703,40256.36485,51830.74908,40519.12536,26431.48389,33850.71956,31709.88407,54213.42543
B6DYP8,63611.71563,65863.67051,38776.21921,65241.65465,46672.97388,59170.10029,67801.22084,66515.0843,74610.48327,69215.73577,122976.6189,212222.0613,204939.9691,168559.3808,216912.4604
B6DYQ0,14721.24736,11981.59476,19542.60671,25131.28922,17358.68927,16896.16579,25583.5875,19196.61608,30336.83994,34687.92815,34751.2992,24031.59457,32459.95531,35075.27858,39799.75634
B6DYQ2,19461.35308,10963.9611,61898.43443,17659.9251,4862.454899,22292.67881,14333.93232,8607.490268,19217.29579,13689.64318,16715.8519,49037.39681,25852.8433,26812.00909,46009.62546
B6DYQ4,156669.137,190005.8453,256695.0216,265666.6348,200058.4269,254722.9096,285107.3262,217957.406,317502.2614,228072.499,256987.7223,274095.962,255487.7141,320823.9471,328113.3415
Q6AXR6,22392.00893,27374.51671,34366.02918,29271.24982,25682.00332,28973.36206,32573.71778,26373.80026,39259.51986,43521.02319,9125.797123,31974.60836,24895.74616,31070.62079,18352.04973
B6DYQ7,82733.76341,22984.36634,102983.1723,76353.00922,89199.94949,112052.5967,76286.35008,59035.00649,122624.8435,105626.6137,95910.62565,241848.5169,143620.6737,128607.1094,220043.6817
B6DYQ9,9596.345891,10273.93356,12264.00558,16154.82205,10290.2732,17845.55235,18105.10087,13564.9546,19612.77213,13766.39517,94481.85776,67999.3045,85796.52199,79385.85713,101157.7785
B8YDD0,2373.692091,3181.774618,795.3408692,4509.374757,5061.568305,2163.310496,5992.466637,6228.447467,4924.736533,3382.843828,3072.510453,1080.999564,3672.874323,6650.897931,1502.677001
C0JPT7,308949.783,314821.4961,298843.3635,301272.818,256188.1888,365647.0687,368571.8661,322854.0208,453384.3957,318567.0614,242421.6166,228680.1187,250859.3135,285088.5232,414395.8857
C6ZII9,4880.483918,13079.13235,10365.3511,6633.506119,11764.94314,8295.889572,2720.528979,3632.428404,4903.906524,4917.817392,16071.80729,5376.201118,3292.223434,7510.838419,10976.28386
C7C5T2,195978.2446,189806.0855,226823.4536,352108.0625,248276.3978,168874.2145,142945.2461,164422.1919,236925.6576,352298.2364,12483.76807,30518.17766,25052.27025,27429.04299,26136.03409
Q8HIC6,129803.0078,152582.2675,178993.1934,191242.2939,153340.3997,142320.5389,159296.9531,138574.9676,211987.5452,203465.5473,119994.5238,104766.3704,81813.29237,143500.7989,151102.6921
Q8SEZ8,70954.41072,93379.16061,103442.8331,118108.677,82073.84327,67552.18417,83349.80864,52855.61608,119689.349,114023.0164,5499.980686,58423.17505,31649.84495,20279.26371,7911.552633
D3Z865,6763.628323,9357.892043,9135.758449,11364.30682,7071.712662,8905.912071,7985.299757,6779.32685,8882.588688,10618.24039,12693.3207,5107.757122,5719.581129,6562.115113,8342.965354
D3Z881,6227.911279,3959.125736,2548.244581,13370.12181,7928.823352,4030.229183,8980.469235,4277.281323,7202.154029,11377.15874,3076.833387,764.5773104,9989.491081,2442.403399,271.0477942
D3Z8B6,1153.691527,1697.844427,591.2323199,1758.20366,1589.171139,1221.419102,1726.806102,1239.163552,2145.153315,1387.969601,327.865518,1234.207875,521.6151223,842.8305897,825.0188453
D3Z8L7,8787.15092,11402.86199,14278.8521,10109.18886,10427.08125,11373.4843,11197.27785,9506.719847,15581.22387,24304.57529,12008.2448,15160.74072,11699.47473,16866.71597,14370.37319
D3Z8N9,1314.032012,924.6597326,4007.667622,773.173433,798.3187975,1183.286315,3812.072759,1498.363671,800.6017503,1541.298006,16805.24148,771.9473174,5421.806076,21476.95615,24609.08047
D3Z900,51879.99413,42954.07143,46645.99521,59914.82127,53666.11806,45562.22642,57590.1335,43290.83788,56398.18662,48823.52683,35039.98359,19801.89336,16566.86912,51659.07507,27508.35951
D3Z941,5611.381782,9107.336137,6617.200306,15382.61295,12147.8958,17870.53621,18710.6827,10476.6096,26914.81451,18430.40168,10508.40484,10327.77263,7849.206426,12761.01551,16554.49674
D3Z946,16049.56874,25649.1625,25661.84114,39789.90979,24288.09959,25410.66411,28071.26179,16026.35927,38972.08603,21838.58689,25028.35036,18534.8377,23015.77398,18127.72848,16198.07869
D3Z952,6372.410387,2880.76508,6884.697358,14016.96747,6798.645985,3388.810309,7302.398997,2277.598186,1695.655733,1836.423613,2420.044494,4609.720289,6006.261456,5762.732871,6769.159383
Q6PDW2,27019.19128,27118.25339,11430.87038,62947.28122,24655.66821,23828.35319,32610.63134,18289.73541,38197.44167,54424.43691,1074.873093,25558.79687,30955.86537,21098.38295,5476.003619
D3Z9I1,36607.50945,31019.27755,26081.92004,36406.58058,27749.50815,31439.26871,11971.46483,31226.39948,13807.01649,47596.81835,22508.58992,10501.52911,14694.19018,20426.78601,16219.72665
D3Z9L0,15616.07143,30989.59894,26171.93695,32423.13883,28791.2273,22251.45545,15319.62399,9824.01556,38991.11239,47437.35948,22174.47804,16647.43237,22242.69082,16289.42552,2246.670652
D3Z9Z0,4819.419665,11627.73448,8586.080747,6634.544627,7079.404671,5089.211578,4157.314263,3238.891704,7792.650468,6830.265184,8949.948755,3767.977543,4040.958405,5818.979956,10584.30133
D4A3B0,6342.440199,5840.9775,5638.378163,5128.328904,5580.559822,11021.62832,6971.174673,7813.12581,11651.60252,6358.703613,24282.46024,23180.38307,28334.22705,34352.48669,35893.07448
D3ZA85,21110.78357,26381.99572,31432.49947,26346.35022,22123.34565,17460.80095,31758.62659,14677.06485,27787.98818,36913.73577,14263.5,20838.08719,18113.59645,23019.54091,17126.62113
D3ZA93,76654.09751,83784.98121,86843.97082,110304.9885,90782.3077,92286.20217,106006.7499,82694.91569,135861.7489,134871.7673,172968.8419,59716.58703,59933.58036,138037.7586,110791.1163
D3ZAF6,74636.4619,53960.83821,144691.006,105765.2002,69827.05008,72848.76177,76041.92249,57491.28404,79333.09582,92472.9111,79439.49607,53249.52714,56124.26639,68789.84921,73548.13747
D3ZAN3,133463.6517,119079.6899,129432.8211,163714.2634,121918.502,124190.587,128943.0369,116922.3476,178079.8666,194718.4674,80135.56249,116602.3102,69128.66958,100180.4384,72420.12463
D3ZAP9,272102.512,254054.555,265115.7522,310723.2925,236419.6998,289054.8925,365244.6579,419271.4138,476487.8241,403814.6993,536278.8781,149289.0272,205400.0041,562356.3437,284384.4822
D3ZAQ0,6698.336128,12142.54411,10659.6617,16867.68753,9677.658826,10181.75435,12529.1588,7809.075225,13327.28058,15178.36706,11134.13192,9818.705199,4890.22784,12034.85553,16205.81011
D3ZAW4,2257.932257,1033.271999,5234.770438,7102.172506,5136.785264,78149.50333,111199.5891,77834.21531,142330.7088,163567.7472,83989.57235,31157.56246,25717.74072,103434.0124,52678.7404
D3ZAZ0,4773.019403,6459.091501,5636.84596,9245.738917,6492.064076,7440.608879,9258.817396,8846.924769,9533.56175,7326.506468,2969.785696,10304.83287,3439.09801,4357.229342,9078.995666
D3ZB55,22595.91322,24263.40001,21102.89977,32035.92158,20883.28229,24439.20849,27712.6017,19762.79767,33009.36299,32668.55691,4598.141497,4086.889007,6105.00067,6652.043089,5125.074881
D3ZBB8,7900.889766,11354.34888,4236.923453,5946.455135,11106.17665,11616.24411,12656.36091,14692.81713,25313.2033,17230.1594,21852.82208,4177.915925,14690.82407,37429.57278,7262.809955
