GSM591473	GSM591474	GSM591475	GSM591476	GSM591477	GSM591478	GSM591479	GSM591480	GSM591481	GSM591482	GSM591483	GSM591484	GSM591485	GSM591486	GSM591487	GSM591488	GSM591489	GSM591490
ANKRD37	2.58824	2.54693	2.37192	2.65348	2.7545	2.29664	2.07812	2.48122	2.3742	2.65672	2.55713	2.69733	1.86513	2.60839	2.40355	2.6682	2.78759	2.30301
MIRLET7D	5.32996	5.24493	5.73182	6.0345	5.45901	5.37055	6.15943	5.47232	5.46345	5.57195	5.54642	5.52827	5.71816	5.82338	5.43797	5.51183	4.58528	5.81551
BE948730	3.04956	3.03663	2.80623	3.26427	3.06473	3.15457	2.81901	2.97247	3.18953	3.14845	3.11544	3.10628	3.04911	3.06782	3.10757	2.96644	3.00348	3.34551
ATP10D	2.51439	2.02825	2.12863	1.77481	2.4731	2.14686	2.37256	2.24148	2.37599	2.70465	2.15866	2.35282	2.13705	2.48364	2.22709	2.26019	2.32867	2.40454
DTX4	4.883655	5.21693	5.229775	4.96385	4.88978	4.6604	4.4555	4.547445	4.25466	4.033485	4.39948	4.498285	4.9266	4.497195	4.700435	4.505795	4.919535	4.31589
LYRM9	2.61003	2.7878	2.64965	2.1725	2.53505	2.60592	2.69866	2.54695	2.5052	2.81349	2.61777	2.25895	2.4602	2.60584	2.33506	2.61934	2.5499	2.76824
JAKMIP2	1.87287	1.79044	1.92294	1.75681	1.78198	2.008065	1.63508	2.06474	1.8792	1.828615	1.74647	1.753165	1.895005	1.791645	2.094785	1.75087	1.80533	1.41789
LHFPL4	1.7717	1.47305	1.572715	1.86927	1.546065	1.657715	1.82019	1.70496	1.67806	1.68202	1.603535	1.65412	1.58331	1.623865	1.574225	1.576795	1.635655	1.805915
TMEM139	2.12401	1.70017	1.91783	1.52897	1.53588	1.8676	1.93451	1.82846	1.88766	1.74714	1.58408	1.89932	1.98717	1.94429	1.88611	2.03459	1.94325	2.33753
KRT73	1.434	1.3441	1.62727	1.50641	1.33591	1.67095	1.30491	1.48804	1.99496	1.60795	1.40265	1.48063	1.35952	1.5588	1.49516	1.56007	1.51245	1.40958
PSMD10	7.68916	7.87125	7.75124	7.81525	7.81061	7.84067	7.92346	7.67449	7.89316	7.82106	7.90652	7.77775	7.78746	8.04084	7.83444	7.76058	7.73721	8.03764
DDX58	3.9238	3.46542	4.06595	4.01878	4.00075	3.70656	3.98506	3.86989	3.60166	3.70556	3.76125	3.70444	4.11546	3.55988	3.21748	3.85722	3.6367	3.84048
4932441J04RIK	1.27809	0.914724	1.4023	1.30738	1.26437	1.17064	1.08684	1.28779	1.0693	1.12614	1.18751	1.19303	1.1322	1.0413	1.10652	1.29285	1.3155	1.10245
RIMS4	2.20126	2.069045	2.333385	2.099095	2.17489	2.05162	1.942965	2.213945	2.2679	2.22494	2.245645	1.99853	2.017375	2.0668	1.935605	2.06054	1.98421	2.03623
1436571_AT	4.26683	3.77829	3.90415	3.99856	4.17658	4.19967	4.01615	4.42488	4.37522	3.58374	3.95341	3.77726	3.8989	3.76582	4.05824	4.02584	3.98596	3.5259
CEP95	2.66818	2.07546	2.87603	2.8401	2.67733	2.85208	2.92198	3.05513	2.86237	2.87794	3.03653	2.50838	2.95836	2.49015	2.62347	2.60981	2.5735	2.91089
ZNF41-PS	3.13973	3.309465	2.97307	2.77506	2.912505	3.098285	3.101515	2.98459	3.12175	3.194645	3.096775	3.604525	3.248685	2.99341	3.4343	2.992885	3.33414	3.077335
GRIN3A	1.56196	1.68136	1.89282	1.75607	1.6353	1.65438	1.531	1.57351	1.59571	1.67471	1.4752	1.59754	1.65767	1.72783	1.70668	1.73908	1.65096	1.70145
FAM26F	4.33253	4.20047	3.89279	3.90857	4.14357	5.0869	3.95026	4.18032	4.23812	4.76132	4.36269	3.60714	4.25816	4.74073	4.5215	3.30242	3.83183	4.25264
ERMN	1.544245	1.730025	1.508115	1.49329	1.45074	1.659675	1.608065	1.416095	1.579865	1.5552	1.60977	1.643675	1.38648	1.457855	1.507165	1.85087	1.5491	1.844865
HGSNAT	5.532825	5.35094	5.35851	5.527125	5.44673	5.53787	5.54393	5.352455	5.40881	5.453	5.39299	5.565265	5.35243	5.496655	5.484455	5.399725	5.413415	5.45346
ZDHHC15	2.09295	1.88125	1.934605	1.94265	1.80244	2.01922	1.799965	2.019315	2.108505	2.036555	1.92479	1.800125	1.947845	1.915105	1.81541	1.855495	1.557845	1.84285
DSCC1	1.99865	1.7197	1.7607	1.328775	1.74064	1.529555	1.71102	1.59362	1.58072	1.958365	1.58222	1.726225	1.488385	1.70934	1.467397	1.5194	1.473915	1.664665
BB182297	2.64771	2.73327	2.83442	2.87797	3.29708	2.9146	2.96797	2.75481	2.93745	2.65608	2.9498	2.77313	2.80673	2.73691	3.36929	2.34871	2.90482	2.25994
RPS14	11.847	11.7871	11.8532	11.8366	11.9636	11.8002	11.8365	11.8452	11.857	11.8064	11.6787	11.7446	11.7447	11.7171	11.7531	11.721	11.7632	11.7272
WDR38	1.687995	1.7989	1.86376	1.71277	1.764025	1.85257	1.53676	1.737625	1.669335	1.76252	1.68774	1.765395	1.888335	1.60147	1.91211	1.80665	1.741545	1.601595
PPP1R3B	9.95175	11.0546	10.0999	9.58389	9.81133	10.2111	9.2848	10.3937	9.94493	9.99688	10.2635	10.3324	10.2682	9.32351	9.89398	9.35556	9.69962	9.24843
VSIG10	2.00189	1.91782	2.08484	1.98865	1.69975	2.00719	2.1052	2.06548	1.94461	2.0973	2.0807	2.05242	2.07345	2.12025	2.09019	2.02335	2.03836	2.10289
ZFP799	2.615735	2.807555	2.55759	2.750585	2.55094	2.929515	2.92821	2.55045	2.654485	2.82079	2.51163	2.67269	2.73113	2.691995	2.789105	2.723565	2.869765	2.986905
1700016K19RIK	1.41975	1.58936	1.62011	1.58156	1.47836	1.59564	1.37592	1.50459	1.60288	1.63208	1.72516	1.52619	1.36594	1.57755	1.5596	1.49715	1.5512	1.57364
ZFP719	2.871395	2.786155	2.604145	2.35602	2.84632	2.782015	2.54867	2.941575	2.559155	2.45718	2.6289	2.68828	2.68821	2.380545	2.806425	2.67908	2.42804	2.524525
BB314596	1.59279	1.67006	1.5633	1.70855	1.392	1.61823	1.91412	1.37267	1.59845	1.87815	1.71946	1.71494	1.53935	1.48883	1.62669	1.75623	1.67477	1.3953
TOX3	1.3285	1.28684	1.34456	1.11039	1.55431	1.16394	1.43052	1.28259	1.70912	1.72606	1.39692	1.40393	1.52874	1.15891	1.31191	1.43144	1.21429	1.68355
FBXO46	1.89316	1.70776	2.03226	1.926	2.08615	2.16679	1.73849	2.08757	1.97901	2.04665	2.07384	2.66568	1.9726	1.85478	2.08673	2.19608	2.11864	1.94316
TKT	9.75875	9.68251	9.323	10.2787	9.30908	9.35026	9.58749	9.38654	9.58342	9.72965	9.60055	9.49112	9.53149	9.9512	9.45975	10.0051	10.0144	9.79489
ZSCAN25	3.76308	3.68071	3.93396	4.51125	3.68316	3.78354	3.89883	4.12221	3.85927	3.9872	4.08105	4.03071	3.68514	3.82067	4.11128	3.84631	3.41322	3.44141
PCED1B	2.4809	2.12215	2.17259	2.57596	2.07601	2.24526	2.24871	1.86304	2.34461	2.29846	2.0899	2.13096	2.26516	2.01283	2.11859	2.07495	2.05266	2.0822
SLC39A12	1.58178	1.573405	1.362725	1.49454	1.49201	1.328712	1.409625	1.540945	1.47471	1.47545	1.63182	1.52966	1.600935	1.399741	1.507105	1.388759	1.54289	1.41002
2410004I01RIK	1.88891	1.55281	1.60092	1.6282	1.97594	1.52181	1.65443	1.78305	1.25181	1.55491	1.64256	1.64367	1.7248	1.54403	1.5133	1.59054	1.55471	1.64884
AI843639	2.50183	2.85381	2.59924	2.13595	1.89066	2.2839	2.27161	2.2395	2.29029	2.44471	2.33691	2.59074	2.19781	2.86994	2.42081	2.3027	1.90864	2.44917
CETN4	1.621425	1.81827	2.04778	1.816635	1.82562	1.965535	2.205295	1.897535	1.997675	1.878515	1.88862	2.157425	1.903495	2.02702	1.9114	1.872435	2.0788	1.76459
SFXN5	2.61327	2.8514	2.264245	2.70961	2.324835	2.53448	2.682015	2.632255	2.82073	2.55635	2.7407	2.61942	2.654065	2.777585	2.517905	2.58857	2.90583	2.67414
D630045M09RIK	1.59365	1.59027	1.61909	1.76517	1.29279	1.53982	1.57342	1.69263	1.63698	1.60308	1.52794	1.61016	1.79523	1.26844	1.80679	1.53281	1.59332	1.72347
IQSEC2	2.35644	2.56752	2.51623	2.58897	2.4583	2.50861	2.24146	2.35493	2.47072	2.38157	2.41335	2.43011	2.22764	2.35401	2.45104	2.73235	2.46366	2.22433
BB368203	1.94634	1.68499	1.85726	2.08152	1.4939	2.0082	1.95934	1.95987	2.00207	1.65723	1.66379	1.85875	1.93345	1.77919	1.65663	1.92081	1.87946	1.87994
TMEM91	2.65433	2.08428	2.54531	2.19222	2.35774	2.42215	2.66286	2.63662	2.71892	2.55503	2.7021	2.27338	2.37657	2.38617	2.75364	2.38032	2.3965	2.62193
AI550443	4.86422	4.71111	4.68255	5.18861	5.08459	4.96757	5.40867	5.25983	5.73186	5.59333	5.08144	5.04048	4.92012	5.17598	5.51132	5.04424	5.01217	5.21858
CTNNA1	7.231315	6.907815	7.061355	7.20058	7.12719	7.182215	7.234305	7.03823	7.290635	7.012605	6.94908	7.20006	7.0487	7.37973	7.32539	6.78065	7.070645	7.27806
GM11772	3.63667	2.99879	3.45862	2.91187	3.34095	3.20724	3.51301	3.39281	2.98477	3.2418	2.9606	3.03946	3.52899	2.88976	3.16462	3.42426	3.16114	3.12807
BB308375	2.58787	2.87306	2.81263	2.77427	2.80063	2.43628	2.56608	2.56132	2.43628	2.40535	2.87266	2.46212	2.60137	2.22303	2.10649	2.52732	2.46259	2.36761
BI499987	3.0834	3.20811	3.7939	3.15067	2.94327	2.73313	3.05819	3.04828	3.31496	3.28996	3.13471	3.15323	3.51826	3.04044	2.95169	2.90887	3.08241	2.84688
AI415730	1.8138	1.58193	1.83994	1.79792	1.92236	1.53624	1.76589	1.98144	2.11226	2.09792	1.8578	1.70527	2.04954	1.70827	1.79758	1.6826	2.01803	1.57019
AW047730	1.43417	1.31428	1.66147	1.79427	1.81971	1.93245	1.83774	1.79953	1.65285	1.70343	1.98998	1.75656	1.96226	1.76792	1.80682	1.93507	2.03855	1.76246
HAMP2	6.068835	6.584055	6.57743	6.62962	6.355525	6.69923	6.500115	6.274635	6.73171	6.464495	6.487565	6.420105	6.542245	6.439835	6.422545	6.34099	6.06265	6.22644
TMEM25	6.503275	6.849555	6.698105	6.802775	6.79104	6.842055	6.853295	6.689835	7.35818	6.975075	7.03449	6.8045	6.834425	6.723505	6.78973	6.799685	6.3403	6.59986
BB389250	1.3413	1.33879	1.16564	1.63185	1.49254	1.2717	1.58096	1.40389	1.23627	1.39493	1.0671	1.14982	1.16144	1.39382	1.33322	1.32697	1.18837	1.50713
NANOS1	1.867285	2.14143	1.99423	2.115695	2.03037	1.985235	1.826255	1.729275	1.85086	1.88448	1.827165	2.03478	1.948255	1.960865	1.94892	2.00733	1.67901	2.00104
IKZF3	1.59169	1.62442	1.59992	1.62701	1.6192	1.88518	1.57563	1.65083	1.60943	1.57037	1.60201	1.59679	1.56428	1.40638	1.5606	1.75932	1.82274	1.81167
FILIP1	1.837815	1.510085	1.701695	1.676955	1.8096	1.510085	1.73495	1.538285	1.71922	1.63862	1.587385	1.821105	1.67429	1.741575	1.726635	1.55475	1.782575	1.621895
PRDM11	3.024	2.76104	3.06597	2.860455	2.98929	2.801225	2.86588	3.153115	2.729355	2.8433	2.87017	2.916325	2.872945	2.62583	2.7152	2.856	2.777685	2.7444
5830418K08RIK	2.486535	2.113985	2.2895	2.10265	2.43852	2.18111	2.30049	2.41195	2.40653	2.165865	2.1863	2.755215	2.63419	2.01405	2.46106	2.237315	2.18852	2.03867
TCTEX1D4	1.69409	1.4577	1.72063	1.46644	1.42753	1.63591	1.45875	1.64554	1.52058	1.41599	1.40829	1.54237	1.45587	1.3969	1.65994	1.53687	1.73747	1.42203
GEN1	1.738525	1.752115	1.692835	1.62868	1.84483	1.666345	1.78465	1.736605	1.65805	1.78159	1.719915	2.04968	1.891135	1.682205	1.89446	1.878585	1.47548	1.48677
LONP2	5.060085	5.524585	5.119165	5.340785	4.935655	5.271685	5.137335	5.23082	5.01089	4.955575	4.965255	5.4919	5.251275	4.849155	5.420495	5.16121	5.10125	4.995135
TMEM150C	1.60836	1.519095	1.89973	1.801775	1.574925	1.66568	1.652825	1.77804	1.75592	1.722805	1.705595	1.77479	1.692655	1.65396	1.648505	1.98122	1.688245	1.464545
GM11744	2.58335	2.58865	2.634	2.07868	2.42387	2.33336	2.09351	2.29136	2.23812	2.31573	2.60286	2.42179	2.24589	2.32283	2.36291	2.25796	2.13332	2.18965
B130024G19RIK	2.93871	1.98623	2.32921	2.57467	2.50537	2.38993	2.72761	2.51428	2.52012	2.37032	2.61732	2.60508	2.51474	2.45315	2.60052	2.55709	2.93575	2.79627
AI846148	2.00067	2.153125	2.009665	1.974125	1.93323	1.98017	2.088555	2.014595	2.053125	1.85113	2.01503	2.046885	2.07576	1.919415	1.923845	1.84606	2.019205	1.906585
LTBP4	5.93059	5.58168	6.03922	6.30174	5.41174	5.80775	6.19684	6.03956	6.10178	5.95795	6.08574	5.73798	6.2125	6.16369	5.82784	5.81369	6.20578	5.69531
BM119198	2.26539	2.29834	2.27617	2.57254	1.85825	2.11859	2.07579	2.07783	2.60614	2.50003	2.02837	2.3291	2.05442	2.14468	2.73179	2.6045	2.2763	2.12915
FAM86	1.94232	2.15277	2.28187	2.39016	1.98275	2.0712	1.93293	2.04363	1.94078	2.4822	2.18128	2.15962	2.25868	2.12831	1.9824	2.15559	2.23565	2.16005
VSIG8	1.12896	1.26687	1.42345	1.30623	1.60114	1.43093	1.42429	1.37798	1.39998	1.31639	1.4591	1.26296	1.69998	1.36698	1.4187	1.38282	1.39821	1.58561
GRK5	3.174125	3.57377	3.947315	3.549615	3.132175	3.33029	2.7963	3.15464	2.606845	2.787415	2.903255	2.89867	3.439785	2.97194	2.73297	3.0152	2.775405	2.80576
DCUN1D3	3.153405	3.34791	3.026585	3.22147	3.09932	3.17448	3.6267	3.20235	3.153395	3.32141	3.342055	3.047165	3.31464	3.043625	3.116045	3.216515	3.222245	3.257365
RUNDC3A	1.761875	1.738685	1.90747	1.81914	1.85785	1.841735	1.82723	1.75236	1.720325	1.73912	1.81067	1.989455	1.725265	1.728595	1.736695	1.830065	1.836345	1.89862
WDR63	2.19755	2.08337	1.97102	1.8878	2.1646	1.94764	2.78154	2.45446	2.41245	2.02758	2.3216	2.14753	2.18218	2.04217	2.06991	2.16261	2.32023	2.21419
1810032O08RIK	2.10208	2.116845	2.26298	2.50407	1.965665	2.07016	2.229005	2.11713	2.206515	1.986205	2.040515	1.99364	2.023145	2.317985	2.24727	2.15502	1.894285	1.994775
1700011M02RIK	1.68979	1.73866	1.72703	1.77577	1.59875	1.89042	1.87879	1.70532	1.91147	1.69442	1.68631	1.544	1.70871	1.7523	1.65448	1.62906	1.53217	1.69704
AI851161	1.2549	1.4872	1.3936	1.19542	1.07714	1.16861	1.29703	1.35057	1.34413	1.16113	1.07056	1.21616	1.29218	1.11597	1.24272	1.19253	1.06191	1.23142
ALDH9A1	10.9621	11.0475	11.0334	11.107	10.95495	10.946	11.07505	10.871475	10.8662	11.0135	11.031	11.04895	11.08945	11.19185	11.1066	11.0491	11.11545	11.14605
E130308A19RIK	2.40281	2.58102	2.54089	2.59324	2.43585	2.67667	2.15295	2.45111	2.55472	2.192	2.6509	2.422	2.4483	2.16253	2.28691	2.42645	2.2223	2.44126
ELMOD3	5.52542	5.133705	5.273585	5.858785	5.68336	5.625385	6.000885	5.122965	6.09234	5.89655	5.01386	5.299285	5.32706	5.940015	5.864605	5.81951	5.651625	5.6722
AV303202	2.83756	2.94209	3.83747	3.59054	3.27203	2.75925	3.15237	3.10869	3.00952	2.29642	2.60725	3.06599	3.53974	2.75395	2.72029	3.21839	3.09428	2.87823
RPL18	10.96315	10.92725	11.18275	10.9677	11.148	11.04115	11.11565	11.1122	11.09505	11.09725	11.0765	10.94025	11.00585	10.9415	10.9356	10.9375	10.90345	11.00255
TRIM61	2.049485	2.246875	2.31229	2.259745	2.119845	2.164835	2.01447	1.94006	2.06344	1.786825	1.98358	2.08055	2.04271	1.985025	2.19912	2.3022	2.103335	2.038845
SNAPC2	6.023215	5.527285	6.1296	5.79783	6.077015	6.219945	5.97499	5.953375	6.267575	5.958125	6.17691	5.896695	6.175745	5.76865	5.991855	5.726695	5.95412	5.902995
MMGT1	7.40611	7.143455	7.049145	7.202965	7.59572	6.83323	7.320645	7.52859	7.46642	7.0062	7.60959	7.507115	7.5064	7.56172	7.115315	7.515235	7.445905	7.59187
ZSWIM4	2.45173	2.35599	2.66385	2.53029	2.36968	2.40495	2.61528	2.45932	2.52088	2.282	2.24064	2.34874	2.49755	2.48555	2.12294	2.37038	2.50202	2.3609
ACTR5	3.217555	3.34495	3.45207	3.25563	3.38291	3.30976	3.157165	3.04704	3.514555	3.183775	3.22824	3.23523	3.18134	3.18468	3.360775	3.3232	3.270135	3.41757
PLA2G4C	2.65446	2.784765	2.627825	2.698095	2.807	2.73003	2.68792	2.638565	2.87302	2.697585	2.721845	2.74306	2.772745	2.453975	2.71804	2.86521	2.633325	2.786465
PPP1R14B	1.93402	1.82173	1.90745	1.91436	1.95434	1.83037	1.81692	1.94407	1.95065	1.84034	2.00226	1.68827	1.75088	1.88926	2.01222	1.89351	1.69653	2.24214
HBB-Y	1.71606	2.03614	1.90963	1.7744	1.7707	1.64805	1.7507	1.8722	1.99636	1.78507	1.70423	1.68151	1.74366	1.76237	1.98522	1.83606	1.69895	1.62905
NXPH1	1.78545	2.04735	1.90345	2.16591	1.74382	1.67288	1.65097	1.83904	1.80129	1.88245	1.68365	1.80662	1.95897	1.99902	1.69285	1.96018	2.02886	1.8132
SLC35F1	1.455255	1.30583	1.64554	1.201756	1.386405	1.39142	1.25385	1.34167	1.32447	1.40693	1.18081	1.36138	1.523375	1.598105	1.46074	1.28527	1.24737	1.44279
OOG3	1.89968	2.209705	1.700275	1.97465	2.103295	2.22529	2.149535	1.98836	2.06225	1.943305	1.72124	2.03696	2.014965	1.81636	2.146215	2.01049	1.98639	1.76782
CENPI	1.29418	1.74662	1.47004	1.42697	1.44725	1.30994	1.3579	1.54099	1.49302	1.48823	1.36535	1.22305	1.41293	1.53247	1.34001	1.298	1.55663	1.51382
EIF2D	4.13548	4.18895	3.85327	3.91389	3.99271	4.22697	3.98022	3.93982	4.16485	4.07501	3.97069	4.26709	3.99841	4.15472	4.11211	4.24902	4.30342	4.35078
ARHGEF39	1.89562	2.23701	1.90494	1.64687	1.59547	2.11285	1.98412	2.08451	2.40143	1.79992	2.1978	2.0853	1.89378	2.49795	1.64033	2.39737	1.99743	1.99347
AFAP1	2.44246	2.32232	2.50398	2.64055	2.5828	2.6767	2.55766	2.38341	2.70073	2.76021	2.53318	2.39892	2.50671	2.48488	2.6915	2.61417	2.39667	2.5312
ZFP385B	4.59223	3.40281	4.56684	5.07772	4.31876	4.47843	5.2787	4.49815	5.45568	4.60177	4.68869	4.31626	4.06497	5.00439	4.67057	4.19101	4.76704	4.71681
E130309F12RIK	1.72357	1.83958	2.089805	1.75333	1.76624	1.800595	1.685265	1.75628	1.729785	1.925915	1.79613	1.762965	1.784055	1.57531	1.702835	1.840725	1.777685	1.744665
NREP	5.81203	5.929055	5.86047	6.238625	6.382395	5.462925	6.865025	5.85641	6.9332	6.9574	6.616015	6.67386	5.27766	6.466225	8.04212	5.44008	6.24467	6.435365
PIF1	2.05171	2.24434	2.42766	1.97717	1.99978	2.24915	2.11326	2.12843	2.05419	2.11598	2.05366	2.28409	2.19132	2.31139	2.31811	2.18652	2.1785	2.11987
AGTR1A	9.66528	9.62223	9.74412	9.75119	9.80052	9.99952	9.85048	9.82097	9.95298	9.48756	9.61927	9.73268	9.66469	9.48	9.79575	9.77195	9.3534	9.59745
OBOX5	3.20193	2.78202	3.23513	2.61565	3.17671	2.72042	2.51905	3.39132	2.83818	3.42389	3.284	2.77217	2.9586	2.87005	2.95685	3.13131	2.75015	3.11439
ACCSL	1.2539	1.32766	1.17549	1.43771	1.17324	1.06445	1.22179	1.44397	1.14499	1.4582	1.31642	1.6736	1.17367	1.41986	1.2709	1.41143	1.73327	1.35963
FBXW28	1.83506	1.534	1.62478	1.51999	1.52545	1.67417	1.36369	1.45176	1.41021	1.34091	1.56613	1.31053	1.65516	1.72053	1.39079	1.50975	1.5213	1.72382
GORAB	3.609485	3.4058	3.50062	3.51245	3.986485	3.47638	3.47617	3.786255	3.41999	3.447815	3.77389	3.688885	3.73674	3.389615	3.260615	3.39555	3.624485	3.937455
UBALD2	8.24679	7.34876	8.23894	8.12403	8.13493	8.11181	8.4249	8.30974	8.11957	8.31613	8.23081	8.00416	8.3158	8.39072	8.24055	8.26507	8.16561	8.32748
FAM100B	1.731015	1.585225	1.727895	1.623345	1.56946	1.61401	1.75592	1.48028	1.4887	1.568145	1.61433	1.728535	1.6249	1.85646	1.761585	1.66325	1.476515	1.772695
WEE2	1.536355	1.53768	1.351345	1.49735	1.593575	1.615825	1.483175	1.432535	1.525915	1.55116	1.53063	1.641025	1.701945	1.4994	1.69733	1.470315	1.566775	1.52075
ADCK5	7.45714	7.57801	8.51529	7.55621	8.06495	7.74623	7.81134	8.12408	7.7771	7.01739	7.3544	7.95732	8.10922	7.03773	7.85633	7.303	6.88857	7.06292
TMEM179	1.98205	1.68845	1.66984	1.57891	1.85208	1.79548	1.54991	1.7101	1.39716	1.7108	1.579	1.65003	1.76979	1.64972	1.51582	1.86411	1.49646	1.64235
HADH	11.8891	11.577	11.4863	11.7668	11.4976	11.6552	11.9986	11.4667	11.8244	11.9849	11.9023	11.7774	11.7295	12.1496	11.8772	12.0371	11.9853	12.0898
HDAC4	2.33505	2.27392	2.30573	2.2003	2.41163	2.15201	2.28944	2.2456	2.12826	2.13231	2.50988	2.33236	2.53398	2.17089	2.18693	2.26036	2.19441	2.17376
RPS8	11.2916	11.239	11.3261	11.1378	11.4852	11.3079	11.2705	11.3211	11.3515	11.0618	11.0125	11.1712	11.1073	11.0593	11.2323	11.2617	11.178	11.0103
ARHGEF40	1.976645	1.855685	2.07769	1.85653	2.035535	1.704365	1.8808	1.836855	1.77017	2.01779	1.73561	1.84426	1.94499	1.82293	1.79633	2.02849	1.85905	1.91082
MARS2	2.61085	2.16927	2.37452	2.55568	2.64678	2.1433	1.49493	2.33697	2.31196	2.63217	2.14163	2.36705	3.02316	2.46605	2.63575	2.08936	2.30707	2.40461
AV024133	1.91939	1.64816	2.09811	2.16929	2.25443	1.94381	1.81955	2.07662	1.93305	2.05166	1.80067	1.89264	2.11649	1.95824	2.08563	2.209	2.19882	1.89446
CCNJL	2.20903	1.88357	1.76187	2.15657	2.21832	1.91929	1.87401	2.27093	2.00893	1.92169	2.18484	1.88572	1.72675	1.91409	1.82417	1.97696	2.03105	1.91417
WNT5A	1.9193	1.95198	1.77504	1.97495	2.069095	2.099215	1.700465	1.876245	1.91343	1.848225	2.169245	1.680845	1.88692	2.028005	1.766085	2.17715	1.723835	1.93752
WHAMM	4.46486	5.027845	4.882685	4.5892	4.721385	4.548985	4.645225	5.05098	4.747305	5.01234	5.107645	5.05668	5.08313	4.523215	4.733715	4.42376	4.58331	4.633435
ST18	1.958275	1.838575	2.334145	2.078205	1.86672	1.96617	1.706895	1.96168	1.95522	2.092185	1.812745	1.906485	1.84392	1.899495	1.896805	1.9036	1.738175	1.95661
NLRP4F	2.07745	2.03091	2.13606	2.25862	2.23851	2.17488	2.49484	2.18533	1.90615	2.01006	2.19064	2.10606	1.91004	2.028	2.22952	2.23036	1.73949	2.16775
CNST	3.18721	3.59773	3.05989	4.09355	3.43755	3.39641	3.83273	3.45595	3.88185	3.89328	3.20156	3.49186	3.56717	3.32949	3.17908	3.51185	3.56559	3.6782
ENOX1	2.111405	1.929265	2.31821	2.019535	2.11868	2.108205	2.03413	2.11683	2.172495	2.25484	1.8294	1.961965	2.094085	2.02336	2.08087	1.91937	2.255745	1.977635
FSTL5	1.593805	1.75157	1.76794	1.60393	1.65351	1.862545	1.640775	1.956805	1.682185	1.82364	1.858245	1.66657	1.824775	1.61079	1.460165	1.70771	1.672325	1.611015
NDUFB9	11.8167	11.7869	11.817	11.8297	11.7452	11.7193	11.8696	11.794	11.8442	11.7772	11.7783	11.7968	11.8196	11.7471	11.7791	11.8419	11.7795	11.7017
TRIM62	2.85954	3.1073	3.08059	2.94849	3.03381	3.14427	2.76897	3.03565	2.72997	2.85615	2.58472	2.91365	3.11476	3.11738	2.87792	3.17088	2.82634	3.14934
MNF1	6.378265	6.284425	6.385205	6.33809	6.250395	6.253875	6.4592	6.28239	6.467345	6.48197	6.622065	6.30211	6.457315	6.53975	6.20575	6.395385	6.3482	6.417435
FKRP	1.98002	1.76523	2.03453	1.98936	1.99989	2.0484	2.40528	2.2759	1.85773	1.86367	2.14685	2.06817	1.96142	2.16991	2.06119	2.08311	2.11423	2.06048
1810010D01RIK	1.95347	1.86707	2.07277	1.94582	1.76791	1.89297	1.94311	1.9136	2.08737	1.74998	1.85788	1.8973	1.84993	1.68226	1.80908	2.07725	1.79544	1.93802
EXOC5	4.974885	5.537835	5.118945	4.88864	4.932985	5.113985	4.863125	4.73041	4.71662	4.88651	4.81766	4.91657	4.897955	4.723885	5.01574	4.925165	4.961135	5.29849
KCTD11	2.89557	3.28245	3.01311	3.05848	3.12522	2.93586	3.60679	3.38099	2.91263	2.98268	2.75589	3.01415	2.98119	2.97317	2.99566	3.0053	3.20741	3.01139
PLCXD3	1.50127	1.54543	1.40657	1.5423	1.75232	1.58926	1.46508	1.75351	1.47334	1.74106	1.76204	1.80938	1.78043	1.64749	1.79615	1.74514	1.64835	1.65639
A630095E13RIK	1.24818	1.26161	1.4072	1.58067	1.50312	1.26139	1.25895	1.41916	1.33437	1.36949	2.1909	1.44184	1.45944	1.70899	1.29136	1.30068	1.36754	1.47695
TMTC3	2.6583	2.538245	2.70407	2.480265	2.692835	2.923015	2.91908	2.56665	2.6123	2.690085	2.810495	2.307665	2.6595	2.64649	2.576515	2.585755	2.74144	2.492135
GAREM	5.26205	5.26578	5.071835	5.26165	5.337395	5.24311	5.069955	5.13052	5.328885	5.19337	5.22816	4.989055	5.10076	5.048005	5.257565	5.34894	5.43083	4.87533
TRIM67	2.1018	1.94727	2.23615	2.23035	2.30277	2.34714	2.19172	1.81695	1.96052	2.15887	2.3303	2.13785	2.18653	2.16896	2.12087	1.90532	2.193	1.97853
IQUB	2.03705	1.79062	2.08344	3.04241	2.13384	1.9524	2.43804	2.22927	2.09434	2.56511	2.03983	1.9516	2.21389	2.55811	2.2241	2.89729	2.08515	2.67246
SMIM20	4.21199	4.40062	4.51987	4.89483	4.17355	3.84343	4.4267	4.18701	4.54348	4.40968	4.58354	4.31068	4.34313	4.17475	4.67845	4.39594	4.61631	4.08528
MAEL	1.22886	1.35528	1.1117	1.14664	1.46944	1.57415	1.31887	1.13326	1.51806	1.56698	1.45344	1.1997	1.28783	1.41378	1.6109	1.23977	1.36736	1.25648
FAM63B	7.24177	7.33009	6.94115	7.51091	7.12686	7.10088	6.57393	7.0567	7.29978	6.61689	6.83996	7.18224	6.7386	7.01748	6.59087	7.29424	7.49166	6.95969
RBM12B2	2.63844	2.78951	3.12683	2.732155	2.93381	2.448975	2.54957	2.397815	2.72308	2.51777	2.44931	2.63221	2.401465	2.467995	2.65259	2.647425	2.351455	2.463975
